data,produto,qtd
2024-10-22,Biscoito Caseiro (kg),1.91
2024-10-22,Bolo de Cenoura (fatia),2.0
2024-10-22,Pão de Queijo,16.0
2024-10-22,Suco de Laranja,6.0
2024-10-22,Pão Francês,6.0
2024-10-22,Pão Francês,19.0
2024-10-22,Bolo de Cenoura (fatia),1.0
2024-10-22,Pão Doce,7.0
2024-10-23,Torta de Morango (fatia),1.0
2024-10-23,Pão Francês,25.0
2024-10-23,Café Expresso,2.0
2024-10-23,Pão Integral (kg),0.62
2024-10-23,Pão Integral (kg),1.85
2024-10-23,Suco de Laranja,5.0
2024-10-23,Pão de Queijo,19.0
2024-10-23,Suco de Laranja,8.0
2024-10-23,Pão Integral (kg),0.88
2024-10-23,Bolo de Cenoura (fatia),2.0
2024-10-23,Pão Integral (kg),1.79
2024-10-23,Café Expresso,16.0
2024-10-23,Bolo de Cenoura (fatia),3.0
2024-10-23,Pão Integral (kg),1.78
2024-10-23,Bolo de Cenoura (fatia),2.0
2024-10-23,Café Expresso,30.0
2024-10-23,Pão Integral (kg),1.85
2024-10-23,Biscoito Caseiro (kg),1.84
2024-10-23,Pão Doce,7.0
2024-10-23,Torta de Morango (fatia),1.0
2024-10-23,Baguete,3.0
2024-10-23,Pão Francês,12.0
2024-10-23,Biscoito Caseiro (kg),0.41
2024-10-23,Biscoito Caseiro (kg),1.03
2024-10-23,Baguete,1.0
2024-10-23,Biscoito Caseiro (kg),0.28
2024-10-23,Suco de Laranja,6.0
2024-10-23,Baguete,3.0
2024-10-23,Torta de Morango (fatia),3.0
2024-10-23,Pão Francês,18.0
2024-10-23,Torta de Morango (fatia),3.0
2024-10-23,Pão de Queijo,26.0
2024-10-23,Pão de Queijo,6.0
2024-10-23,Pão de Queijo,1.0
2024-10-23,Pão Francês,23.0
2024-10-23,Pão de Queijo,6.0
2024-10-23,Pão Francês,29.0
2024-10-23,Pão Doce,5.0
2024-10-23,Suco de Laranja,4.0
2024-10-23,Pão Francês,5.0
2024-10-23,Café Expresso,24.0
2024-10-23,Café Expresso,20.0
2024-10-23,Pão de Queijo,10.0
2024-10-23,Biscoito Caseiro (kg),1.17
2024-10-23,Pão Doce,7.0
2024-10-23,Suco de Laranja,8.0
2024-10-23,Suco de Laranja,7.0
2024-10-23,Pão de Queijo,8.0
2024-10-23,Pão de Queijo,8.0
2024-10-23,Baguete,5.0
2024-10-23,Pão Integral (kg),2.15
2024-10-23,Suco de Laranja,8.0
2024-10-23,Suco de Laranja,7.0
2024-10-23,Torta de Morango (fatia),1.0
2024-10-23,Café Expresso,7.0
2024-10-23,Suco de Laranja,3.0
2024-10-23,Café Expresso,14.0
2024-10-23,Bolo de Cenoura (fatia),3.0
2024-10-23,Suco de Laranja,1.0
2024-10-23,Torta de Morango (fatia),2.0
2024-10-23,Pão Integral (kg),0.71
2024-10-23,Bolo de Cenoura (fatia),1.0
2024-10-23,Pão Doce,7.0
2024-10-23,Pão Doce,3.0
2024-10-23,Biscoito Caseiro (kg),0.25
2024-10-23,Pão de Queijo,17.0
2024-10-23,Baguete,5.0
2024-10-24,Café Expresso,15.0
2024-10-24,Baguete,4.0
2024-10-24,Pão de Queijo,8.0
2024-10-24,Bolo de Cenoura (fatia),2.0
2024-10-24,Biscoito Caseiro (kg),1.13
2024-10-24,Pão Doce,6.0
2024-10-24,Biscoito Caseiro (kg),0.96
2024-10-24,Pão Integral (kg),0.74
2024-10-24,Pão Integral (kg),0.96
2024-10-24,Biscoito Caseiro (kg),1.34
2024-10-24,Suco de Laranja,3.0
2024-10-24,Pão de Queijo,30.0
2024-10-24,Baguete,4.0
2024-10-24,Biscoito Caseiro (kg),1.33
2024-10-24,Bolo de Cenoura (fatia),1.0
2024-10-24,Suco de Laranja,2.0
2024-10-24,Bolo de Cenoura (fatia),3.0
2024-10-24,Baguete,6.0
2024-10-24,Pão Integral (kg),0.41
2024-10-24,Pão Integral (kg),1.64
2024-10-24,Bolo de Cenoura (fatia),2.0
2024-10-24,Café Expresso,3.0
2024-10-24,Pão Francês,17.0
2024-10-24,Baguete,1.0
2024-10-24,Torta de Morango (fatia),3.0
2024-10-24,Bolo de Cenoura (fatia),1.0
2024-10-24,Pão Integral (kg),1.11
2024-10-24,Suco de Laranja,2.0
2024-10-24,Suco de Laranja,3.0
2024-10-24,Biscoito Caseiro (kg),2.24
2024-10-24,Baguete,8.0
2024-10-24,Biscoito Caseiro (kg),1.37
2024-10-24,Pão de Queijo,9.0
2024-10-24,Pão Francês,10.0
2024-10-24,Pão Doce,3.0
2024-10-24,Baguete,5.0
2024-10-24,Café Expresso,29.0
2024-10-24,Pão Integral (kg),0.88
2024-10-24,Pão de Queijo,1.0
2024-10-24,Café Expresso,27.0
2024-10-24,Pão Francês,7.0
2024-10-24,Pão Doce,6.0
2024-10-24,Biscoito Caseiro (kg),0.84
2024-10-24,Baguete,6.0
2024-10-24,Pão Doce,6.0
2024-10-24,Biscoito Caseiro (kg),0.38
2024-10-24,Bolo de Cenoura (fatia),3.0
2024-10-24,Bolo de Cenoura (fatia),2.0
2024-10-24,Pão Francês,13.0
2024-10-24,Pão de Queijo,19.0
2024-10-24,Bolo de Cenoura (fatia),3.0
2024-10-24,Torta de Morango (fatia),3.0
2024-10-24,Torta de Morango (fatia),3.0
2024-10-24,Biscoito Caseiro (kg),2.22
2024-10-24,Baguete,3.0
2024-10-24,Baguete,8.0
2024-10-24,Torta de Morango (fatia),2.0
2024-10-24,Pão Doce,7.0
2024-10-24,Bolo de Cenoura (fatia),1.0
2024-10-24,Pão de Queijo,24.0
2024-10-24,Baguete,2.0
2024-10-24,Biscoito Caseiro (kg),0.23
2024-10-24,Café Expresso,7.0
2024-10-24,Baguete,4.0
2024-10-24,Pão de Queijo,11.0
2024-10-24,Pão Integral (kg),1.39
2024-10-24,Bolo de Cenoura (fatia),3.0
2024-10-24,Pão Doce,4.0
2024-10-24,Bolo de Cenoura (fatia),1.0
2024-10-24,Biscoito Caseiro (kg),0.94
2024-10-24,Biscoito Caseiro (kg),1.68
2024-10-24,Torta de Morango (fatia),1.0
2024-10-25,Torta de Morango (fatia),2.0
2024-10-25,Biscoito Caseiro (kg),1.51
2024-10-25,Pão Doce,6.0
2024-10-25,Café Expresso,18.0
2024-10-25,Biscoito Caseiro (kg),0.84
2024-10-25,Biscoito Caseiro (kg),0.37
2024-10-25,Pão de Queijo,30.0
2024-10-25,Torta de Morango (fatia),2.0
2024-10-25,Biscoito Caseiro (kg),0.22
2024-10-25,Torta de Morango (fatia),1.0
2024-10-25,Biscoito Caseiro (kg),0.55
2024-10-25,Biscoito Caseiro (kg),1.51
2024-10-25,Café Expresso,17.0
2024-10-25,Bolo de Cenoura (fatia),2.0
2024-10-25,Pão Doce,7.0
2024-10-25,Café Expresso,18.0
2024-10-25,Bolo de Cenoura (fatia),2.0
2024-10-25,Pão de Queijo,15.0
2024-10-25,Pão Doce,7.0
2024-10-25,Pão Integral (kg),0.37
2024-10-25,Suco de Laranja,3.0
2024-10-25,Pão Francês,13.0
2024-10-25,Bolo de Cenoura (fatia),2.0
2024-10-25,Café Expresso,19.0
2024-10-25,Pão Integral (kg),2.14
2024-10-25,Pão Francês,23.0
2024-10-25,Café Expresso,26.0
2024-10-25,Pão Integral (kg),0.92
2024-10-25,Biscoito Caseiro (kg),2.1
2024-10-25,Café Expresso,21.0
2024-10-25,Biscoito Caseiro (kg),1.19
2024-10-25,Pão Integral (kg),2.23
2024-10-25,Baguete,1.0
2024-10-25,Pão Francês,26.0
2024-10-25,Biscoito Caseiro (kg),0.22
2024-10-25,Pão Integral (kg),1.76
2024-10-25,Biscoito Caseiro (kg),1.0
2024-10-25,Baguete,2.0
2024-10-25,Torta de Morango (fatia),1.0
2024-10-25,Pão de Queijo,20.0
2024-10-25,Bolo de Cenoura (fatia),1.0
2024-10-25,Café Expresso,27.0
2024-10-25,Biscoito Caseiro (kg),0.89
2024-10-25,Pão Integral (kg),1.21
2024-10-25,Baguete,4.0
2024-10-25,Bolo de Cenoura (fatia),1.0
2024-10-25,Pão Francês,4.0
2024-10-25,Pão Integral (kg),0.84
2024-10-25,Bolo de Cenoura (fatia),2.0
2024-10-25,Café Expresso,1.0
2024-10-25,Bolo de Cenoura (fatia),1.0
2024-10-25,Café Expresso,12.0
2024-10-25,Pão de Queijo,3.0
2024-10-26,Pão Doce,3.0
2024-10-26,Pão Integral (kg),1.7
2024-10-26,Biscoito Caseiro (kg),1.89
2024-10-26,Pão Integral (kg),1.07
2024-10-26,Torta de Morango (fatia),2.0
2024-10-26,Pão Francês,9.0
2024-10-26,Torta de Morango (fatia),3.0
2024-10-26,Baguete,8.0
2024-10-26,Pão Integral (kg),2.07
2024-10-26,Café Expresso,4.0
2024-10-26,Baguete,6.0
2024-10-26,Pão de Queijo,6.0
2024-10-26,Torta de Morango (fatia),2.0
2024-10-26,Café Expresso,13.0
2024-10-26,Biscoito Caseiro (kg),1.05
2024-10-26,Pão de Queijo,17.0
2024-10-26,Pão Integral (kg),0.85
2024-10-26,Pão Doce,2.0
2024-10-26,Suco de Laranja,3.0
2024-10-26,Pão Doce,6.0
2024-10-26,Pão Integral (kg),1.13
2024-10-26,Pão Integral (kg),1.09
2024-10-26,Biscoito Caseiro (kg),0.97
2024-10-26,Torta de Morango (fatia),1.0
2024-10-26,Bolo de Cenoura (fatia),2.0
2024-10-26,Baguete,6.0
2024-10-26,Bolo de Cenoura (fatia),1.0
2024-10-26,Pão de Queijo,15.0
2024-10-26,Pão Francês,16.0
2024-10-26,Pão Integral (kg),1.34
2024-10-26,Pão Doce,6.0
2024-10-26,Pão Doce,3.0
2024-10-26,Suco de Laranja,8.0
2024-10-26,Pão Doce,7.0
2024-10-26,Baguete,5.0
2024-10-26,Pão Francês,15.0
2024-10-26,Suco de Laranja,5.0
2024-10-26,Bolo de Cenoura (fatia),2.0
2024-10-26,Pão Francês,29.0
2024-10-26,Pão Integral (kg),0.63
2024-10-26,Pão Francês,21.0
2024-10-26,Suco de Laranja,3.0
2024-10-26,Pão Doce,1.0
2024-10-26,Bolo de Cenoura (fatia),2.0
2024-10-26,Pão Integral (kg),1.1
2024-10-26,Pão Doce,1.0
2024-10-26,Pão Integral (kg),0.39
2024-10-26,Bolo de Cenoura (fatia),1.0
2024-10-26,Torta de Morango (fatia),3.0
2024-10-26,Suco de Laranja,8.0
2024-10-26,Torta de Morango (fatia),2.0
2024-10-26,Baguete,6.0
2024-10-26,Pão Francês,22.0
2024-10-26,Biscoito Caseiro (kg),0.99
2024-10-26,Pão Francês,19.0
2024-10-26,Pão Francês,26.0
2024-10-26,Biscoito Caseiro (kg),1.57
2024-10-26,Café Expresso,7.0
2024-10-26,Suco de Laranja,2.0
2024-10-26,Bolo de Cenoura (fatia),3.0
2024-10-26,Pão Integral (kg),1.17
2024-10-26,Baguete,5.0
2024-10-26,Suco de Laranja,8.0
2024-10-26,Biscoito Caseiro (kg),1.45
2024-10-27,Pão Integral (kg),0.15
2024-10-27,Biscoito Caseiro (kg),0.18
2024-10-27,Biscoito Caseiro (kg),0.42
2024-10-27,Bolo de Cenoura (fatia),1.0
2024-10-27,Pão de Queijo,6.0
2024-10-27,Café Expresso,27.0
2024-10-27,Pão de Queijo,2.0
2024-10-27,Pão Doce,2.0
2024-10-27,Pão Doce,2.0
2024-10-27,Pão Francês,29.0
2024-10-27,Biscoito Caseiro (kg),0.84
2024-10-27,Pão Integral (kg),0.52
2024-10-27,Pão Francês,10.0
2024-10-27,Pão Integral (kg),0.14
2024-10-27,Pão Integral (kg),1.54
2024-10-27,Pão Francês,9.0
2024-10-27,Suco de Laranja,7.0
2024-10-27,Baguete,5.0
2024-10-27,Pão Francês,16.0
2024-10-27,Pão Integral (kg),0.14
2024-10-27,Café Expresso,24.0
2024-10-27,Baguete,7.0
2024-10-27,Biscoito Caseiro (kg),1.4
2024-10-27,Baguete,6.0
2024-10-27,Pão de Queijo,25.0
2024-10-27,Baguete,4.0
2024-10-27,Torta de Morango (fatia),1.0
2024-10-27,Pão Doce,1.0
2024-10-27,Biscoito Caseiro (kg),0.9
2024-10-27,Baguete,4.0
2024-10-27,Bolo de Cenoura (fatia),1.0
2024-10-27,Torta de Morango (fatia),2.0
2024-10-27,Baguete,5.0
2024-10-27,Suco de Laranja,1.0
2024-10-27,Pão Doce,7.0
2024-10-27,Biscoito Caseiro (kg),2.08
2024-10-27,Café Expresso,21.0
2024-10-27,Biscoito Caseiro (kg),0.46
2024-10-27,Bolo de Cenoura (fatia),1.0
2024-10-27,Pão de Queijo,5.0
2024-10-27,Suco de Laranja,1.0
2024-10-27,Baguete,7.0
2024-10-27,Pão Francês,20.0
2024-10-27,Baguete,1.0
2024-10-27,Pão Integral (kg),0.64
2024-10-27,Suco de Laranja,3.0
2024-10-27,Bolo de Cenoura (fatia),3.0
2024-10-27,Pão Doce,6.0
2024-10-27,Pão Doce,2.0
2024-10-27,Biscoito Caseiro (kg),0.39
2024-10-27,Suco de Laranja,2.0
2024-10-27,Suco de Laranja,2.0
2024-10-27,Bolo de Cenoura (fatia),2.0
2024-10-27,Biscoito Caseiro (kg),0.38
2024-10-27,Suco de Laranja,6.0
2024-10-27,Pão de Queijo,2.0
2024-10-27,Pão Doce,1.0
2024-10-27,Pão Doce,7.0
2024-10-27,Torta de Morango (fatia),1.0
2024-10-27,Pão de Queijo,5.0
2024-10-28,Pão Doce,2.0
2024-10-28,Bolo de Cenoura (fatia),1.0
2024-10-28,Baguete,8.0
2024-10-28,Café Expresso,1.0
2024-10-28,Pão Integral (kg),0.77
2024-10-28,Pão Integral (kg),1.66
2024-10-28,Pão de Queijo,11.0
2024-10-28,Suco de Laranja,1.0
2024-10-28,Café Expresso,13.0
2024-10-28,Café Expresso,2.0
2024-10-28,Pão Francês,11.0
2024-10-28,Pão de Queijo,5.0
2024-10-28,Pão Doce,4.0
2024-10-28,Pão Francês,9.0
2024-10-28,Suco de Laranja,8.0
2024-10-28,Pão Francês,4.0
2024-10-28,Pão Francês,1.0
2024-10-28,Pão Integral (kg),1.29
2024-10-28,Baguete,8.0
2024-10-28,Pão Doce,4.0
2024-10-28,Suco de Laranja,8.0
2024-10-28,Pão Doce,8.0
2024-10-28,Café Expresso,1.0
2024-10-28,Pão de Queijo,28.0
2024-10-28,Biscoito Caseiro (kg),2.42
2024-10-28,Café Expresso,2.0
2024-10-28,Café Expresso,3.0
2024-10-28,Pão Integral (kg),2.19
2024-10-28,Bolo de Cenoura (fatia),2.0
2024-10-28,Pão Integral (kg),0.98
2024-10-28,Pão Doce,2.0
2024-10-28,Pão de Queijo,22.0
2024-10-28,Pão Doce,1.0
2024-10-28,Baguete,8.0
2024-10-28,Bolo de Cenoura (fatia),2.0
2024-10-28,Bolo de Cenoura (fatia),1.0
2024-10-28,Pão Integral (kg),1.71
2024-10-28,Pão Francês,11.0
2024-10-28,Suco de Laranja,6.0
2024-10-28,Pão Doce,1.0
2024-10-28,Baguete,7.0
2024-10-28,Pão Integral (kg),1.2
2024-10-28,Pão Doce,6.0
2024-10-28,Café Expresso,1.0
2024-10-28,Biscoito Caseiro (kg),1.38
2024-10-29,Pão de Queijo,12.0
2024-10-29,Baguete,1.0
2024-10-29,Torta de Morango (fatia),3.0
2024-10-29,Pão Francês,7.0
2024-10-29,Suco de Laranja,1.0
2024-10-29,Torta de Morango (fatia),1.0
2024-10-29,Torta de Morango (fatia),2.0
2024-10-29,Pão Integral (kg),1.01
2024-10-29,Baguete,7.0
2024-10-29,Pão de Queijo,25.0
2024-10-29,Biscoito Caseiro (kg),2.09
2024-10-29,Café Expresso,28.0
2024-10-29,Bolo de Cenoura (fatia),3.0
2024-10-29,Pão Integral (kg),2.48
2024-10-29,Café Expresso,22.0
2024-10-29,Pão Francês,15.0
2024-10-29,Café Expresso,29.0
2024-10-29,Pão Doce,5.0
2024-10-29,Torta de Morango (fatia),2.0
2024-10-29,Pão de Queijo,12.0
2024-10-29,Torta de Morango (fatia),1.0
2024-10-29,Bolo de Cenoura (fatia),2.0
2024-10-29,Pão de Queijo,11.0
2024-10-29,Pão Doce,3.0
2024-10-29,Café Expresso,2.0
2024-10-29,Pão Doce,8.0
2024-10-29,Bolo de Cenoura (fatia),3.0
2024-10-29,Bolo de Cenoura (fatia),1.0
2024-10-29,Pão Integral (kg),2.3
2024-10-29,Torta de Morango (fatia),1.0
2024-10-29,Café Expresso,12.0
2024-10-29,Baguete,6.0
2024-10-29,Pão Francês,7.0
2024-10-30,Torta de Morango (fatia),3.0
2024-10-30,Biscoito Caseiro (kg),1.33
2024-10-30,Pão Francês,9.0
2024-10-30,Pão Doce,5.0
2024-10-30,Pão de Queijo,20.0
2024-10-30,Baguete,4.0
2024-10-30,Pão Doce,5.0
2024-10-30,Pão Integral (kg),0.33
2024-10-30,Café Expresso,14.0
2024-10-30,Pão Francês,24.0
2024-10-30,Pão de Queijo,16.0
2024-10-30,Bolo de Cenoura (fatia),1.0
2024-10-30,Pão Doce,8.0
2024-10-30,Torta de Morango (fatia),1.0
2024-10-30,Pão de Queijo,4.0
2024-10-30,Biscoito Caseiro (kg),2.48
2024-10-30,Pão de Queijo,3.0
2024-10-30,Torta de Morango (fatia),2.0
2024-10-30,Pão de Queijo,20.0
2024-10-30,Pão Francês,8.0
2024-10-30,Bolo de Cenoura (fatia),1.0
2024-10-30,Torta de Morango (fatia),3.0
2024-10-30,Baguete,1.0
2024-10-30,Bolo de Cenoura (fatia),3.0
2024-10-30,Bolo de Cenoura (fatia),2.0
2024-10-30,Biscoito Caseiro (kg),0.54
2024-10-30,Suco de Laranja,5.0
2024-10-30,Café Expresso,15.0
2024-10-30,Pão Francês,1.0
2024-10-30,Torta de Morango (fatia),2.0
2024-10-30,Bolo de Cenoura (fatia),2.0
2024-10-30,Bolo de Cenoura (fatia),3.0
2024-10-30,Baguete,3.0
2024-10-30,Pão Francês,9.0
2024-10-30,Pão de Queijo,8.0
2024-10-30,Pão de Queijo,16.0
2024-10-30,Pão de Queijo,25.0
2024-10-30,Baguete,7.0
2024-10-30,Bolo de Cenoura (fatia),2.0
2024-10-30,Pão de Queijo,19.0
2024-10-30,Pão Doce,8.0
2024-10-30,Pão Integral (kg),2.11
2024-10-30,Café Expresso,12.0
2024-10-30,Café Expresso,26.0
2024-10-30,Baguete,6.0
2024-10-30,Bolo de Cenoura (fatia),1.0
2024-10-30,Pão Integral (kg),1.98
2024-10-30,Baguete,3.0
2024-10-30,Suco de Laranja,1.0
2024-10-30,Biscoito Caseiro (kg),0.65
2024-10-30,Baguete,7.0
2024-10-30,Pão de Queijo,19.0
2024-10-30,Torta de Morango (fatia),1.0
2024-10-30,Pão Integral (kg),2.49
2024-10-30,Biscoito Caseiro (kg),2.36
2024-10-30,Pão Francês,29.0
2024-10-31,Pão Francês,13.0
2024-10-31,Torta de Morango (fatia),3.0
2024-10-31,Pão Francês,13.0
2024-10-31,Torta de Morango (fatia),3.0
2024-10-31,Pão Doce,1.0
2024-10-31,Torta de Morango (fatia),3.0
2024-10-31,Pão Integral (kg),1.63
2024-10-31,Baguete,1.0
2024-10-31,Baguete,3.0
2024-10-31,Pão Integral (kg),0.86
2024-10-31,Pão Integral (kg),2.25
2024-10-31,Baguete,8.0
2024-10-31,Baguete,4.0
2024-10-31,Torta de Morango (fatia),2.0
2024-10-31,Baguete,2.0
2024-10-31,Pão Integral (kg),0.36
2024-10-31,Biscoito Caseiro (kg),2.29
2024-10-31,Pão Doce,2.0
2024-10-31,Baguete,8.0
2024-10-31,Bolo de Cenoura (fatia),3.0
2024-10-31,Café Expresso,7.0
2024-10-31,Biscoito Caseiro (kg),1.49
2024-10-31,Baguete,2.0
2024-10-31,Baguete,7.0
2024-10-31,Café Expresso,1.0
2024-10-31,Bolo de Cenoura (fatia),2.0
2024-10-31,Pão Francês,12.0
2024-10-31,Pão de Queijo,27.0
2024-10-31,Pão de Queijo,15.0
2024-10-31,Pão Francês,19.0
2024-10-31,Biscoito Caseiro (kg),1.91
2024-10-31,Pão Francês,29.0
2024-10-31,Pão Integral (kg),1.32
2024-10-31,Pão Francês,27.0
2024-10-31,Pão Francês,29.0
2024-10-31,Baguete,1.0
2024-10-31,Pão Francês,19.0
2024-10-31,Pão Integral (kg),1.66
2024-10-31,Pão Integral (kg),1.5
2024-10-31,Baguete,7.0
2024-10-31,Torta de Morango (fatia),2.0
2024-10-31,Torta de Morango (fatia),2.0
2024-10-31,Pão Doce,3.0
2024-10-31,Biscoito Caseiro (kg),2.44
2024-10-31,Bolo de Cenoura (fatia),2.0
2024-10-31,Suco de Laranja,1.0
2024-10-31,Pão Integral (kg),1.94
2024-10-31,Suco de Laranja,4.0
2024-10-31,Baguete,4.0
2024-10-31,Bolo de Cenoura (fatia),3.0
2024-10-31,Pão Integral (kg),0.62
2024-10-31,Baguete,7.0
2024-10-31,Bolo de Cenoura (fatia),2.0
2024-10-31,Café Expresso,24.0
2024-10-31,Pão Integral (kg),0.84
2024-10-31,Torta de Morango (fatia),2.0
2024-10-31,Pão Doce,6.0
2024-10-31,Café Expresso,9.0
2024-10-31,Baguete,5.0
2024-10-31,Suco de Laranja,2.0
2024-10-31,Pão de Queijo,1.0
2024-10-31,Pão Doce,1.0
2024-10-31,Pão Doce,6.0
2024-10-31,Pão de Queijo,2.0
2024-10-31,Torta de Morango (fatia),2.0
2024-10-31,Pão Integral (kg),1.56
2024-10-31,Biscoito Caseiro (kg),0.55
2024-10-31,Torta de Morango (fatia),1.0
2024-10-31,Pão Doce,5.0
2024-10-31,Pão Doce,2.0
2024-10-31,Café Expresso,23.0
2024-10-31,Torta de Morango (fatia),3.0
2024-10-31,Baguete,5.0
2024-10-31,Torta de Morango (fatia),1.0
2024-10-31,Suco de Laranja,4.0
2024-10-31,Torta de Morango (fatia),3.0
2024-10-31,Pão Integral (kg),0.83
2024-11-01,Bolo de Cenoura (fatia),3.0
2024-11-01,Pão Doce,1.0
2024-11-01,Torta de Morango (fatia),2.0
2024-11-01,Café Expresso,11.0
2024-11-01,Suco de Laranja,3.0
2024-11-01,Bolo de Cenoura (fatia),3.0
2024-11-01,Biscoito Caseiro (kg),0.25
2024-11-01,Suco de Laranja,1.0
2024-11-01,Café Expresso,18.0
2024-11-01,Biscoito Caseiro (kg),2.28
2024-11-01,Pão de Queijo,4.0
2024-11-01,Torta de Morango (fatia),3.0
2024-11-01,Café Expresso,16.0
2024-11-01,Bolo de Cenoura (fatia),3.0
2024-11-01,Pão Integral (kg),1.88
2024-11-01,Baguete,5.0
2024-11-01,Pão de Queijo,19.0
2024-11-01,Suco de Laranja,7.0
2024-11-01,Café Expresso,26.0
2024-11-01,Biscoito Caseiro (kg),0.39
2024-11-01,Torta de Morango (fatia),3.0
2024-11-01,Pão Doce,6.0
2024-11-01,Pão Doce,4.0
2024-11-01,Pão de Queijo,15.0
2024-11-01,Biscoito Caseiro (kg),1.91
2024-11-01,Pão Integral (kg),2.24
2024-11-01,Suco de Laranja,4.0
2024-11-01,Café Expresso,22.0
2024-11-01,Pão de Queijo,12.0
2024-11-01,Suco de Laranja,5.0
2024-11-01,Café Expresso,29.0
2024-11-01,Café Expresso,29.0
2024-11-01,Biscoito Caseiro (kg),1.93
2024-11-01,Biscoito Caseiro (kg),1.91
2024-11-01,Pão Francês,21.0
2024-11-01,Pão Doce,2.0
2024-11-01,Pão de Queijo,5.0
2024-11-01,Biscoito Caseiro (kg),0.5
2024-11-01,Biscoito Caseiro (kg),2.1
2024-11-01,Baguete,8.0
2024-11-01,Pão Francês,11.0
2024-11-01,Torta de Morango (fatia),2.0
2024-11-01,Baguete,1.0
2024-11-01,Pão Doce,8.0
2024-11-01,Pão Integral (kg),0.93
2024-11-01,Café Expresso,7.0
2024-11-01,Baguete,7.0
2024-11-01,Torta de Morango (fatia),1.0
2024-11-01,Biscoito Caseiro (kg),0.85
2024-11-01,Baguete,4.0
2024-11-01,Pão Integral (kg),2.39
2024-11-01,Pão de Queijo,24.0
2024-11-01,Torta de Morango (fatia),3.0
2024-11-01,Café Expresso,11.0
2024-11-01,Torta de Morango (fatia),2.0
2024-11-01,Biscoito Caseiro (kg),1.35
2024-11-01,Baguete,4.0
2024-11-01,Bolo de Cenoura (fatia),1.0
2024-11-01,Pão Doce,7.0
2024-11-01,Suco de Laranja,6.0
2024-11-01,Pão Doce,5.0
2024-11-01,Pão Francês,21.0
2024-11-02,Pão Integral (kg),2.47
2024-11-02,Pão Francês,9.0
2024-11-02,Suco de Laranja,7.0
2024-11-02,Suco de Laranja,3.0
2024-11-02,Pão Francês,7.0
2024-11-02,Pão de Queijo,30.0
2024-11-02,Suco de Laranja,1.0
2024-11-02,Bolo de Cenoura (fatia),2.0
2024-11-02,Pão Integral (kg),0.85
2024-11-02,Pão Francês,22.0
2024-11-02,Baguete,6.0
2024-11-02,Pão de Queijo,24.0
2024-11-02,Suco de Laranja,1.0
2024-11-02,Café Expresso,6.0
2024-11-02,Café Expresso,9.0
2024-11-02,Biscoito Caseiro (kg),1.13
2024-11-02,Biscoito Caseiro (kg),0.19
2024-11-02,Baguete,8.0
2024-11-02,Bolo de Cenoura (fatia),3.0
2024-11-02,Suco de Laranja,8.0
2024-11-02,Biscoito Caseiro (kg),2.26
2024-11-02,Pão Doce,7.0
2024-11-02,Pão Integral (kg),0.81
2024-11-02,Biscoito Caseiro (kg),1.52
2024-11-02,Pão de Queijo,22.0
2024-11-02,Pão de Queijo,17.0
2024-11-02,Pão Integral (kg),2.08
2024-11-02,Pão Francês,20.0
2024-11-02,Suco de Laranja,5.0
2024-11-02,Pão de Queijo,12.0
2024-11-02,Torta de Morango (fatia),3.0
2024-11-02,Bolo de Cenoura (fatia),1.0
2024-11-02,Bolo de Cenoura (fatia),3.0
2024-11-02,Baguete,8.0
2024-11-02,Bolo de Cenoura (fatia),1.0
2024-11-02,Pão Integral (kg),1.43
2024-11-02,Baguete,8.0
2024-11-02,Biscoito Caseiro (kg),0.22
2024-11-02,Bolo de Cenoura (fatia),3.0
2024-11-02,Pão Francês,10.0
2024-11-02,Pão Integral (kg),0.74
2024-11-02,Pão de Queijo,11.0
2024-11-02,Pão de Queijo,14.0
2024-11-02,Baguete,3.0
2024-11-02,Torta de Morango (fatia),3.0
2024-11-02,Suco de Laranja,6.0
2024-11-02,Baguete,1.0
2024-11-02,Bolo de Cenoura (fatia),3.0
2024-11-03,Torta de Morango (fatia),3.0
2024-11-03,Biscoito Caseiro (kg),1.89
2024-11-03,Pão Doce,8.0
2024-11-03,Biscoito Caseiro (kg),2.41
2024-11-03,Pão Doce,4.0
2024-11-03,Pão Francês,18.0
2024-11-03,Café Expresso,30.0
2024-11-03,Pão de Queijo,20.0
2024-11-03,Suco de Laranja,5.0
2024-11-03,Suco de Laranja,4.0
2024-11-03,Torta de Morango (fatia),3.0
2024-11-03,Suco de Laranja,4.0
2024-11-03,Baguete,6.0
2024-11-03,Biscoito Caseiro (kg),0.52
2024-11-03,Café Expresso,10.0
2024-11-03,Suco de Laranja,3.0
2024-11-03,Pão Integral (kg),1.08
2024-11-03,Torta de Morango (fatia),2.0
2024-11-03,Pão Francês,10.0
2024-11-03,Torta de Morango (fatia),1.0
2024-11-03,Pão de Queijo,8.0
2024-11-03,Café Expresso,27.0
2024-11-03,Baguete,5.0
2024-11-03,Bolo de Cenoura (fatia),1.0
2024-11-03,Baguete,3.0
2024-11-03,Café Expresso,17.0
2024-11-03,Biscoito Caseiro (kg),0.71
2024-11-03,Pão Integral (kg),1.82
2024-11-03,Biscoito Caseiro (kg),0.53
2024-11-03,Pão Doce,2.0
2024-11-03,Pão Integral (kg),0.48
2024-11-03,Pão Doce,7.0
2024-11-03,Café Expresso,21.0
2024-11-03,Baguete,1.0
2024-11-03,Torta de Morango (fatia),1.0
