data,produto,categoria,quantidade_vendida,preco_unitario,estoque_atual,estoque_minimo,dia_promocao,fornecedor
2025-07-29,Picanha,Carnes,3,"21,73",101,21,False,Bebidas Épsilon
2025-07-29,Linguiça Suína,Carnes,3,"11,22",60,20,False,Distribuidora Alfa
2025-07-29,Detergente,Limpeza,10,"17,38",166,34,False,Laticínios Gama
2025-07-29,Pão de Queijo,Padaria,5,"6,19",80,10,False,Produtor Beta
2025-07-29,Torta Doce,Padaria,10,"10,55",49,16,False,Distribuidora Alfa
2025-07-29,Sabão em Pó,Limpeza,5,"21,97",77,44,False,Laticínios Gama
2025-07-29,Detergente,Limpeza,3,"15,08",190,43,False,Distribuidora Alfa
2025-07-29,Batata Frita,Congelados,2,"29,04",89,31,True,Laticínios Gama
2025-07-29,Suco de Laranja,Bebidas,5,"49,15",66,28,False,Distribuidora Alfa
2025-07-29,Pão Francês,Padaria,10,"6,11",33,19,False,Laticínios Gama
2025-07-29,Pizza Calabresa,Congelados,6,"9,4",189,31,True,Limpeza Delta
2025-07-29,Pão de Queijo,Padaria,13,"9,75",70,20,True,Bebidas Épsilon
2025-07-29,Alface,Hortifruti,13,"6,75",24,10,False,Produtor Beta
2025-07-29,Batata Frita,Congelados,4,"18,92",182,32,False,Laticínios Gama
2025-07-29,Bolo de Fubá,Padaria,7,"10,4",33,23,False,Produtor Beta
2025-07-29,Alface,Hortifruti,12,"5,17",63,23,False,Laticínios Gama
2025-07-29,Óleo de Soja,Mercearia,10,"11,75",164,34,True,Laticínios Gama
2025-07-29,Queijo Muçarela,Laticínios,2,"20,48",116,44,False,Bebidas Épsilon
2025-07-29,Suco de Laranja,Bebidas,1,"18,87",125,35,False,Bebidas Épsilon
2025-07-29,Café em Pó,Mercearia,7,"11,66",128,33,True,Limpeza Delta
2025-07-29,Picanha,Carnes,1,"42,4",146,30,True,Laticínios Gama
2025-07-29,Maçã,Hortifruti,9,"7,35",90,20,False,Bebidas Épsilon
2025-07-29,Iogurte Natural,Laticínios,6,"14,2",107,30,True,Produtor Beta
2025-07-29,Água Mineral,Bebidas,5,"36,97",94,24,True,Limpeza Delta
2025-07-29,Café em Pó,Mercearia,3,"13,1",174,33,False,Distribuidora Alfa
2025-07-29,Maçã,Hortifruti,1,"7,09",38,21,True,Bebidas Épsilon
2025-07-29,Frango Filet,Carnes,2,"26,55",53,20,False,Produtor Beta
2025-07-29,Refrigerante Cola,Bebidas,1,"46,23",129,30,False,Bebidas Épsilon
2025-07-29,Bolo de Fubá,Padaria,15,"7,93",25,13,False,Distribuidora Alfa
2025-07-29,Lasanha Bolonhesa,Congelados,10,"18,25",123,31,True,Distribuidora Alfa
2025-07-30,Água Sanitária,Limpeza,1,"11,6",122,38,False,Laticínios Gama
2025-07-30,Detergente,Limpeza,5,"16,89",178,40,False,Laticínios Gama
2025-07-30,Picanha,Carnes,5,"36,18",84,22,False,Distribuidora Alfa
2025-07-30,Pão Francês,Padaria,15,"10,57",55,13,True,Limpeza Delta
2025-07-30,Torta Doce,Padaria,15,"10,17",42,20,True,Distribuidora Alfa
2025-07-30,Queijo Muçarela,Laticínios,10,"23,39",108,33,True,Distribuidora Alfa
2025-07-30,Desinfetante,Limpeza,4,"7,87",101,34,False,Produtor Beta
2025-07-30,Suco de Laranja,Bebidas,5,"33,09",69,21,False,Laticínios Gama
2025-07-30,Alface,Hortifruti,6,"11,44",69,10,False,Produtor Beta
2025-07-30,Alface,Hortifruti,7,"9,95",89,18,False,Distribuidora Alfa
2025-07-30,Suco de Laranja,Bebidas,1,"15,87",81,29,True,Laticínios Gama
2025-07-30,Batata Frita,Congelados,2,"20,39",96,31,False,Distribuidora Alfa
2025-07-30,Cerveja Pilsen,Bebidas,2,"22,07",140,32,False,Limpeza Delta
2025-07-30,Torta Doce,Padaria,14,"7,78",40,25,True,Limpeza Delta
2025-07-30,Pão Francês,Padaria,13,"9,46",57,13,False,Produtor Beta
2025-07-30,Cenoura,Hortifruti,15,"7,66",57,14,True,Bebidas Épsilon
2025-07-30,Pão Francês,Padaria,4,"11,3",41,20,False,Limpeza Delta
2025-07-30,Banana,Hortifruti,10,"11,41",64,11,False,Limpeza Delta
2025-07-30,Café em Pó,Mercearia,8,"21,14",190,30,False,Distribuidora Alfa
2025-07-30,Café em Pó,Mercearia,1,"5,81",183,43,False,Produtor Beta
2025-07-30,Batata Frita,Congelados,9,"28,62",121,38,True,Distribuidora Alfa
2025-07-30,Água Sanitária,Limpeza,2,"6,05",132,36,False,Produtor Beta
2025-07-30,Frango Filet,Carnes,4,"46,27",81,33,True,Laticínios Gama
2025-07-30,Tomate,Hortifruti,8,"2,77",60,24,False,Bebidas Épsilon
2025-07-30,Manteiga,Laticínios,1,"29,61",120,32,False,Bebidas Épsilon
2025-07-30,Lasanha Bolonhesa,Congelados,9,"15,77",86,37,False,Produtor Beta
2025-07-30,Iogurte Natural,Laticínios,1,"22,58",118,35,False,Bebidas Épsilon
2025-07-30,Refrigerante Cola,Bebidas,4,"24,35",134,35,False,Bebidas Épsilon
2025-07-30,Pizza Calabresa,Congelados,5,"8,11",113,34,False,Bebidas Épsilon
2025-07-30,Suco de Laranja,Bebidas,1,"14,56",111,26,False,Limpeza Delta
2025-07-30,Cenoura,Hortifruti,15,"10,37",64,20,True,Produtor Beta
2025-07-30,Alface,Hortifruti,8,"4,83",57,16,False,Limpeza Delta
2025-07-30,Cenoura,Hortifruti,12,"10,93",69,25,True,Bebidas Épsilon
2025-07-30,Leite Integral,Laticínios,5,"17,74",147,44,False,Bebidas Épsilon
2025-07-30,Linguiça Suína,Carnes,5,"31,09",99,31,False,Produtor Beta
2025-07-30,Linguiça Suína,Carnes,3,"21,57",97,27,False,Bebidas Épsilon
2025-07-30,Lasanha Bolonhesa,Congelados,7,"10,86",138,39,False,Bebidas Épsilon
2025-07-30,Queijo Muçarela,Laticínios,6,"18,51",180,30,False,Bebidas Épsilon
2025-07-30,Maçã,Hortifruti,5,"6,23",73,17,False,Limpeza Delta
2025-07-31,Sabão em Pó,Limpeza,10,"8,29",181,34,False,Distribuidora Alfa
2025-07-31,Cerveja Pilsen,Bebidas,2,"28,59",78,30,True,Limpeza Delta
2025-07-31,Maçã,Hortifruti,2,"5,75",47,18,False,Distribuidora Alfa
2025-07-31,Pizza Calabresa,Congelados,10,"14,98",146,34,False,Distribuidora Alfa
2025-07-31,Iogurte Natural,Laticínios,10,"18,87",187,32,False,Distribuidora Alfa
2025-07-31,Água Sanitária,Limpeza,3,"9,93",158,34,False,Distribuidora Alfa
2025-07-31,Bolo de Fubá,Padaria,15,"8,06",16,11,False,Limpeza Delta
2025-07-31,Linguiça Suína,Carnes,3,"32,58",126,22,False,Laticínios Gama
2025-07-31,Queijo Muçarela,Laticínios,9,"22,67",173,36,True,Laticínios Gama
2025-07-31,Suco de Laranja,Bebidas,3,"49,02",87,32,False,Limpeza Delta
2025-07-31,Suco de Laranja,Bebidas,2,"15,51",135,35,False,Produtor Beta
2025-07-31,Linguiça Suína,Carnes,4,"20,79",137,35,False,Bebidas Épsilon
2025-07-31,Cenoura,Hortifruti,10,"4,91",33,13,False,Distribuidora Alfa
2025-07-31,Maçã,Hortifruti,14,"9,17",25,21,False,Distribuidora Alfa
2025-07-31,Frango Filet,Carnes,3,"41,99",61,26,False,Limpeza Delta
2025-07-31,Picanha,Carnes,5,"35,24",76,26,True,Produtor Beta
2025-07-31,Açúcar Refinado,Mercearia,9,"17,62",154,44,False,Produtor Beta
2025-07-31,Feijão Carioca,Mercearia,2,"29,97",120,33,True,Produtor Beta
2025-07-31,Cenoura,Hortifruti,6,"9,39",83,22,False,Laticínios Gama
2025-07-31,Manteiga,Laticínios,3,"9,55",153,36,False,Distribuidora Alfa
2025-07-31,Pão Francês,Padaria,7,"4,42",62,19,False,Distribuidora Alfa
2025-07-31,Refrigerante Cola,Bebidas,5,"45,04",47,22,True,Limpeza Delta
2025-07-31,Queijo Muçarela,Laticínios,1,"13,46",96,30,False,Bebidas Épsilon
2025-08-01,Lasanha Bolonhesa,Congelados,3,"17,55",123,35,True,Distribuidora Alfa
2025-08-01,Cenoura,Hortifruti,12,"6,86",37,19,False,Produtor Beta
2025-08-01,Alface,Hortifruti,3,"5,3",33,16,False,Limpeza Delta
2025-08-01,Feijão Carioca,Mercearia,2,"28,62",112,40,False,Bebidas Épsilon
2025-08-01,Cerveja Pilsen,Bebidas,4,"23,04",83,35,False,Bebidas Épsilon
2025-08-01,Desinfetante,Limpeza,5,"27,62",167,32,False,Produtor Beta
2025-08-01,Picanha,Carnes,2,"33,53",89,23,False,Distribuidora Alfa
2025-08-01,Picanha,Carnes,2,"22,21",48,33,True,Distribuidora Alfa
2025-08-01,Torta Doce,Padaria,10,"10,49",73,25,False,Limpeza Delta
2025-08-01,Torta Doce,Padaria,12,"4,49",73,12,False,Produtor Beta
2025-08-01,Bolo de Fubá,Padaria,10,"7,87",85,22,False,Distribuidora Alfa
2025-08-01,Pão Francês,Padaria,1,"11,27",73,19,True,Produtor Beta
2025-08-01,Picanha,Carnes,2,"17,39",141,20,False,Bebidas Épsilon
2025-08-01,Banana,Hortifruti,15,"7,03",51,24,True,Limpeza Delta
2025-08-01,Óleo de Soja,Mercearia,2,"20,15",95,31,False,Bebidas Épsilon
2025-08-01,Banana,Hortifruti,12,"9,81",22,25,False,Distribuidora Alfa
2025-08-01,Detergente,Limpeza,2,"10,78",187,30,False,Distribuidora Alfa
2025-08-01,Feijão Carioca,Mercearia,9,"17,51",149,33,True,Distribuidora Alfa
2025-08-01,Picanha,Carnes,4,"36,88",90,29,False,Distribuidora Alfa
2025-08-01,Linguiça Suína,Carnes,4,"30,98",132,26,True,Limpeza Delta
2025-08-01,Pão Francês,Padaria,2,"2,72",53,17,False,Bebidas Épsilon
2025-08-01,Iogurte Natural,Laticínios,8,"23,21",187,45,True,Produtor Beta
2025-08-01,Refrigerante Cola,Bebidas,4,"20,75",67,28,False,Distribuidora Alfa
2025-08-01,Pão de Queijo,Padaria,10,"9,62",80,17,False,Laticínios Gama
2025-08-01,Bolo de Fubá,Padaria,6,"11,71",49,25,True,Limpeza Delta
2025-08-01,Pão de Queijo,Padaria,5,"5,76",70,17,True,Bebidas Épsilon
2025-08-01,Manteiga,Laticínios,8,"15,65",123,31,True,Bebidas Épsilon
2025-08-01,Desinfetante,Limpeza,6,"24,51",75,35,False,Limpeza Delta
2025-08-01,Leite Integral,Laticínios,2,"6,2",131,35,True,Bebidas Épsilon
2025-08-01,Refrigerante Cola,Bebidas,3,"39,14",124,23,False,Laticínios Gama
2025-08-01,Bolo de Fubá,Padaria,3,"10,45",48,15,False,Produtor Beta
2025-08-01,Maçã,Hortifruti,12,"9,97",65,18,False,Distribuidora Alfa
2025-08-01,Alface,Hortifruti,5,"9,38",35,15,True,Laticínios Gama
2025-08-01,Açúcar Refinado,Mercearia,9,"25,0",107,41,False,Laticínios Gama
2025-08-01,Torta Doce,Padaria,13,"5,02",20,18,True,Produtor Beta
2025-08-01,Banana,Hortifruti,4,"4,6",31,14,False,Bebidas Épsilon
2025-08-01,Torta Doce,Padaria,9,"7,06",28,24,False,Bebidas Épsilon
2025-08-01,Queijo Muçarela,Laticínios,5,"23,67",186,30,True,Limpeza Delta
2025-08-01,Iogurte Natural,Laticínios,4,"9,44",119,33,False,Distribuidora Alfa
2025-08-01,Alface,Hortifruti,8,"11,19",34,19,False,Distribuidora Alfa
2025-08-01,Lasanha Bolonhesa,Congelados,8,"20,48",115,43,False,Laticínios Gama
2025-08-01,Batata Frita,Congelados,4,"15,79",195,39,False,Limpeza Delta
2025-08-01,Linguiça Suína,Carnes,4,"44,36",143,30,False,Distribuidora Alfa
2025-08-01,Pão Francês,Padaria,6,"10,58",58,19,False,Laticínios Gama
2025-08-01,Banana,Hortifruti,5,"7,05",46,19,False,Limpeza Delta
2025-08-02,Batata Frita,Congelados,1,"10,35",151,38,False,Limpeza Delta
2025-08-02,Maçã,Hortifruti,5,"10,81",46,17,True,Produtor Beta
2025-08-02,Frango Filet,Carnes,3,"33,3",96,26,True,Laticínios Gama
2025-08-02,Detergente,Limpeza,2,"16,87",139,41,False,Produtor Beta
2025-08-02,Café em Pó,Mercearia,10,"7,79",105,38,False,Distribuidora Alfa
2025-08-02,Refrigerante Cola,Bebidas,3,"43,2",140,28,False,Limpeza Delta
2025-08-02,Pão Francês,Padaria,15,"9,61",46,10,False,Limpeza Delta
2025-08-02,Detergente,Limpeza,10,"23,51",180,41,False,Bebidas Épsilon
2025-08-02,Frango Filet,Carnes,3,"24,72",109,31,False,Distribuidora Alfa
2025-08-02,Detergente,Limpeza,5,"25,76",88,33,False,Laticínios Gama
2025-08-02,Torta Doce,Padaria,11,"5,55",89,17,True,Bebidas Épsilon
2025-08-02,Picanha,Carnes,1,"46,17",117,34,False,Laticínios Gama
2025-08-02,Detergente,Limpeza,3,"23,88",191,33,False,Distribuidora Alfa
2025-08-02,Queijo Muçarela,Laticínios,5,"10,78",163,36,False,Distribuidora Alfa
2025-08-02,Pão Francês,Padaria,3,"4,95",39,25,False,Produtor Beta
2025-08-02,Arroz 5kg,Mercearia,2,"13,0",169,30,True,Bebidas Épsilon
2025-08-02,Leite Integral,Laticínios,3,"8,85",175,30,False,Bebidas Épsilon
2025-08-02,Água Mineral,Bebidas,2,"19,21",120,32,False,Laticínios Gama
2025-08-02,Queijo Muçarela,Laticínios,4,"8,05",180,38,False,Limpeza Delta
2025-08-02,Cenoura,Hortifruti,14,"7,5",44,22,True,Limpeza Delta
2025-08-02,Pizza Calabresa,Congelados,2,"17,9",180,39,False,Limpeza Delta
2025-08-02,Feijão Carioca,Mercearia,3,"17,58",78,35,False,Distribuidora Alfa
2025-08-02,Lasanha Bolonhesa,Congelados,1,"11,03",163,44,True,Laticínios Gama
2025-08-02,Torta Doce,Padaria,7,"5,92",64,10,False,Bebidas Épsilon
2025-08-02,Tomate,Hortifruti,12,"4,25",58,16,False,Distribuidora Alfa
2025-08-02,Cerveja Pilsen,Bebidas,2,"35,81",140,27,False,Limpeza Delta
2025-08-02,Sabão em Pó,Limpeza,8,"19,97",179,34,False,Laticínios Gama
2025-08-02,Iogurte Natural,Laticínios,5,"18,41",140,31,False,Bebidas Épsilon
2025-08-02,Cenoura,Hortifruti,11,"10,52",60,16,False,Bebidas Épsilon
2025-08-02,Banana,Hortifruti,5,"5,49",44,13,True,Produtor Beta
2025-08-02,Iogurte Natural,Laticínios,7,"17,83",191,38,False,Produtor Beta
2025-08-02,Pizza Calabresa,Congelados,9,"7,64",176,37,False,Distribuidora Alfa
2025-08-02,Cerveja Pilsen,Bebidas,1,"27,29",83,24,True,Limpeza Delta
2025-08-02,Cenoura,Hortifruti,5,"7,16",93,19,False,Produtor Beta
2025-08-02,Pizza Calabresa,Congelados,4,"19,14",153,32,True,Bebidas Épsilon
2025-08-03,Óleo de Soja,Mercearia,2,"26,81",136,31,False,Bebidas Épsilon
2025-08-03,Bolo de Fubá,Padaria,6,"7,91",93,22,False,Distribuidora Alfa
2025-08-03,Café em Pó,Mercearia,4,"14,48",176,41,False,Limpeza Delta
2025-08-03,Pizza Calabresa,Congelados,6,"28,11",124,33,False,Distribuidora Alfa
2025-08-03,Torta Doce,Padaria,14,"10,37",28,15,False,Produtor Beta
2025-08-03,Café em Pó,Mercearia,1,"14,05",160,44,False,Bebidas Épsilon
2025-08-03,Pão Francês,Padaria,6,"10,27",41,19,False,Distribuidora Alfa
2025-08-03,Iogurte Natural,Laticínios,8,"30,0",167,30,False,Distribuidora Alfa
2025-08-03,Refrigerante Cola,Bebidas,3,"24,67",120,33,False,Bebidas Épsilon
2025-08-03,Tomate,Hortifruti,11,"4,28",57,16,False,Distribuidora Alfa
2025-08-03,Torta Doce,Padaria,4,"3,71",68,12,False,Produtor Beta
2025-08-03,Maçã,Hortifruti,4,"3,17",85,18,False,Produtor Beta
2025-08-03,Queijo Muçarela,Laticínios,9,"15,25",83,33,False,Produtor Beta
2025-08-03,Linguiça Suína,Carnes,3,"33,48",127,35,False,Limpeza Delta
2025-08-03,Arroz 5kg,Mercearia,4,"17,64",118,42,False,Limpeza Delta
2025-08-03,Picanha,Carnes,2,"21,99",70,25,False,Produtor Beta
2025-08-03,Detergente,Limpeza,5,"19,82",168,42,False,Bebidas Épsilon
2025-08-03,Pão Francês,Padaria,4,"3,92",80,24,True,Bebidas Épsilon
2025-08-03,Lasanha Bolonhesa,Congelados,6,"25,53",136,44,True,Laticínios Gama
2025-08-03,Iogurte Natural,Laticínios,4,"21,48",138,39,False,Distribuidora Alfa
2025-08-03,Batata Frita,Congelados,10,"16,5",96,35,False,Produtor Beta
2025-08-03,Detergente,Limpeza,3,"5,13",115,34,False,Distribuidora Alfa
2025-08-03,Óleo de Soja,Mercearia,10,"8,79",123,36,False,Limpeza Delta
2025-08-03,Pizza Calabresa,Congelados,4,"8,06",175,44,False,Laticínios Gama
2025-08-03,Picanha,Carnes,2,"41,31",64,25,False,Produtor Beta
2025-08-03,Bolo de Fubá,Padaria,3,"3,11",85,20,True,Limpeza Delta
2025-08-03,Desinfetante,Limpeza,10,"13,98",131,37,False,Limpeza Delta
2025-08-03,Pão Francês,Padaria,1,"9,76",92,16,False,Bebidas Épsilon
2025-08-03,Óleo de Soja,Mercearia,3,"19,18",134,30,False,Distribuidora Alfa
2025-08-03,Pão de Queijo,Padaria,12,"4,65",53,24,False,Distribuidora Alfa
2025-08-03,Frango Filet,Carnes,2,"16,58",76,22,False,Distribuidora Alfa
2025-08-03,Batata Frita,Congelados,10,"24,84",161,44,False,Laticínios Gama
2025-08-03,Banana,Hortifruti,7,"4,58",37,20,False,Laticínios Gama
2025-08-03,Lasanha Bolonhesa,Congelados,5,"17,53",86,33,False,Distribuidora Alfa
2025-08-03,Batata Frita,Congelados,1,"18,93",150,41,False,Limpeza Delta
2025-08-03,Maçã,Hortifruti,6,"4,44",85,10,False,Laticínios Gama
2025-08-03,Pão de Queijo,Padaria,8,"9,69",23,14,False,Laticínios Gama
2025-08-03,Linguiça Suína,Carnes,4,"49,32",46,30,False,Distribuidora Alfa
2025-08-03,Açúcar Refinado,Mercearia,1,"21,38",90,35,True,Distribuidora Alfa
2025-08-03,Linguiça Suína,Carnes,1,"33,06",112,33,False,Produtor Beta
2025-08-03,Refrigerante Cola,Bebidas,5,"29,04",65,34,False,Produtor Beta
2025-08-03,Suco de Laranja,Bebidas,3,"44,54",67,35,True,Produtor Beta
2025-08-03,Picanha,Carnes,4,"18,96",58,22,False,Laticínios Gama
2025-08-04,Tomate,Hortifruti,15,"9,88",34,19,False,Distribuidora Alfa
2025-08-04,Batata Frita,Congelados,1,"8,93",153,30,True,Laticínios Gama
2025-08-04,Lasanha Bolonhesa,Congelados,3,"19,08",107,35,False,Limpeza Delta
2025-08-04,Água Mineral,Bebidas,3,"40,68",47,24,False,Distribuidora Alfa
2025-08-04,Cerveja Pilsen,Bebidas,2,"27,67",138,21,False,Produtor Beta
2025-08-04,Queijo Muçarela,Laticínios,2,"14,66",103,41,True,Distribuidora Alfa
2025-08-04,Arroz 5kg,Mercearia,7,"6,73",168,39,False,Produtor Beta
2025-08-04,Cenoura,Hortifruti,13,"8,0",19,24,False,Limpeza Delta
2025-08-04,Detergente,Limpeza,5,"26,9",89,41,True,Laticínios Gama
2025-08-04,Açúcar Refinado,Mercearia,10,"14,84",136,45,False,Limpeza Delta
2025-08-04,Água Mineral,Bebidas,2,"17,26",75,27,False,Limpeza Delta
2025-08-04,Picanha,Carnes,3,"37,32",75,21,False,Produtor Beta
2025-08-04,Frango Filet,Carnes,2,"32,38",107,26,False,Limpeza Delta
2025-08-04,Óleo de Soja,Mercearia,4,"25,73",120,42,False,Limpeza Delta
2025-08-04,Desinfetante,Limpeza,9,"7,06",140,30,False,Laticínios Gama
2025-08-04,Linguiça Suína,Carnes,4,"35,8",67,24,False,Bebidas Épsilon
2025-08-04,Iogurte Natural,Laticínios,2,"20,52",136,43,True,Produtor Beta
2025-08-04,Refrigerante Cola,Bebidas,5,"32,42",89,28,False,Produtor Beta
2025-08-04,Batata Frita,Congelados,4,"18,38",99,35,False,Bebidas Épsilon
2025-08-04,Cerveja Pilsen,Bebidas,1,"40,86",53,31,True,Bebidas Épsilon
2025-08-04,Cerveja Pilsen,Bebidas,4,"20,44",117,30,False,Distribuidora Alfa
2025-08-04,Água Sanitária,Limpeza,7,"17,9",90,33,False,Distribuidora Alfa
2025-08-04,Cenoura,Hortifruti,11,"11,76",60,25,False,Laticínios Gama
2025-08-04,Picanha,Carnes,1,"10,94",98,22,False,Bebidas Épsilon
2025-08-04,Leite Integral,Laticínios,10,"16,38",168,35,False,Bebidas Épsilon
2025-08-04,Feijão Carioca,Mercearia,2,"19,99",90,35,False,Limpeza Delta
2025-08-04,Desinfetante,Limpeza,9,"5,62",158,38,False,Bebidas Épsilon
2025-08-04,Iogurte Natural,Laticínios,3,"13,44",92,43,False,Limpeza Delta
2025-08-04,Sabão em Pó,Limpeza,5,"22,13",114,45,False,Bebidas Épsilon
2025-08-04,Pão Francês,Padaria,9,"9,26",91,24,False,Distribuidora Alfa
2025-08-04,Arroz 5kg,Mercearia,9,"12,18",100,31,False,Distribuidora Alfa
2025-08-04,Cerveja Pilsen,Bebidas,2,"30,5",95,32,True,Limpeza Delta
2025-08-04,Desinfetante,Limpeza,2,"23,34",119,36,False,Distribuidora Alfa
2025-08-04,Sabão em Pó,Limpeza,2,"8,8",161,44,False,Produtor Beta
2025-08-04,Batata Frita,Congelados,2,"24,35",176,34,False,Distribuidora Alfa
2025-08-04,Arroz 5kg,Mercearia,3,"17,73",154,40,False,Bebidas Épsilon
2025-08-04,Café em Pó,Mercearia,10,"28,86",102,43,False,Laticínios Gama
2025-08-04,Água Mineral,Bebidas,4,"24,7",52,33,False,Bebidas Épsilon
2025-08-04,Detergente,Limpeza,10,"14,13",110,30,False,Produtor Beta
2025-08-04,Detergente,Limpeza,2,"22,67",89,42,False,Produtor Beta
2025-08-04,Óleo de Soja,Mercearia,4,"10,43",155,37,True,Distribuidora Alfa
2025-08-04,Picanha,Carnes,3,"37,38",122,27,False,Produtor Beta
2025-08-04,Desinfetante,Limpeza,8,"8,17",179,40,False,Bebidas Épsilon
2025-08-04,Queijo Muçarela,Laticínios,8,"9,09",120,41,False,Produtor Beta
2025-08-04,Cenoura,Hortifruti,11,"4,18",65,25,False,Limpeza Delta
2025-08-04,Água Mineral,Bebidas,1,"25,85",63,30,False,Laticínios Gama
2025-08-04,Pizza Calabresa,Congelados,10,"16,45",139,41,False,Limpeza Delta
2025-08-05,Alface,Hortifruti,9,"4,9",22,16,False,Laticínios Gama
2025-08-05,Arroz 5kg,Mercearia,10,"21,76",126,37,False,Limpeza Delta
2025-08-05,Frango Filet,Carnes,4,"41,2",53,22,False,Bebidas Épsilon
2025-08-05,Maçã,Hortifruti,5,"4,56",92,13,True,Laticínios Gama
2025-08-05,Maçã,Hortifruti,8,"11,2",54,16,False,Distribuidora Alfa
2025-08-05,Batata Frita,Congelados,8,"28,68",179,36,False,Limpeza Delta
2025-08-05,Linguiça Suína,Carnes,5,"14,86",111,24,False,Bebidas Épsilon
2025-08-05,Bolo de Fubá,Padaria,5,"7,32",48,14,False,Distribuidora Alfa
2025-08-05,Pizza Calabresa,Congelados,4,"15,34",78,41,False,Limpeza Delta
2025-08-05,Queijo Muçarela,Laticínios,4,"24,58",131,34,True,Distribuidora Alfa
2025-08-05,Pão de Queijo,Padaria,9,"9,33",85,14,False,Limpeza Delta
2025-08-05,Cerveja Pilsen,Bebidas,5,"44,82",97,35,False,Bebidas Épsilon
2025-08-05,Cerveja Pilsen,Bebidas,5,"37,99",115,24,False,Bebidas Épsilon
2025-08-05,Tomate,Hortifruti,14,"6,12",46,18,False,Limpeza Delta
2025-08-05,Maçã,Hortifruti,4,"11,03",44,14,False,Produtor Beta
2025-08-05,Pão Francês,Padaria,12,"3,2",46,15,False,Bebidas Épsilon
2025-08-05,Pizza Calabresa,Congelados,1,"9,95",185,34,True,Produtor Beta
2025-08-05,Lasanha Bolonhesa,Congelados,3,"24,29",132,43,False,Bebidas Épsilon
2025-08-05,Linguiça Suína,Carnes,3,"24,73",114,29,False,Laticínios Gama
2025-08-05,Água Mineral,Bebidas,3,"38,44",121,35,False,Produtor Beta
2025-08-05,Desinfetante,Limpeza,4,"16,9",196,36,False,Laticínios Gama
2025-08-05,Água Mineral,Bebidas,3,"38,38",64,32,True,Produtor Beta
2025-08-05,Leite Integral,Laticínios,7,"28,37",133,36,False,Bebidas Épsilon
2025-08-05,Iogurte Natural,Laticínios,5,"23,67",106,32,False,Distribuidora Alfa
2025-08-05,Batata Frita,Congelados,9,"5,72",187,38,False,Produtor Beta
2025-08-05,Queijo Muçarela,Laticínios,4,"8,06",113,30,False,Bebidas Épsilon
2025-08-05,Desinfetante,Limpeza,1,"29,59",80,41,False,Bebidas Épsilon
2025-08-05,Cerveja Pilsen,Bebidas,2,"34,57",109,24,False,Bebidas Épsilon
2025-08-05,Arroz 5kg,Mercearia,9,"22,55",155,44,False,Limpeza Delta
2025-08-05,Pizza Calabresa,Congelados,8,"7,34",143,44,False,Distribuidora Alfa
2025-08-05,Açúcar Refinado,Mercearia,6,"24,87",78,45,False,Laticínios Gama
2025-08-05,Pão Francês,Padaria,15,"8,06",66,17,False,Limpeza Delta
2025-08-05,Queijo Muçarela,Laticínios,4,"18,3",82,31,True,Distribuidora Alfa
2025-08-06,Feijão Carioca,Mercearia,6,"8,98",98,42,False,Laticínios Gama
2025-08-06,Cenoura,Hortifruti,6,"6,67",90,18,False,Bebidas Épsilon
2025-08-06,Linguiça Suína,Carnes,4,"36,43",49,24,True,Laticínios Gama
2025-08-06,Frango Filet,Carnes,5,"28,62",145,21,False,Bebidas Épsilon
2025-08-06,Óleo de Soja,Mercearia,4,"20,3",164,43,False,Produtor Beta
2025-08-06,Sabão em Pó,Limpeza,4,"29,76",180,41,False,Bebidas Épsilon
2025-08-06,Torta Doce,Padaria,14,"7,35",62,17,False,Laticínios Gama
2025-08-06,Feijão Carioca,Mercearia,6,"13,33",108,34,True,Laticínios Gama
2025-08-06,Frango Filet,Carnes,2,"42,53",56,27,True,Distribuidora Alfa
2025-08-06,Batata Frita,Congelados,6,"27,88",163,42,False,Laticínios Gama
2025-08-06,Suco de Laranja,Bebidas,3,"30,18",104,30,False,Laticínios Gama
2025-08-06,Refrigerante Cola,Bebidas,2,"36,38",139,30,False,Laticínios Gama
2025-08-06,Linguiça Suína,Carnes,1,"48,85",94,20,False,Produtor Beta
2025-08-06,Queijo Muçarela,Laticínios,3,"18,18",166,41,False,Distribuidora Alfa
2025-08-06,Açúcar Refinado,Mercearia,5,"20,06",108,44,False,Laticínios Gama
2025-08-06,Suco de Laranja,Bebidas,3,"46,9",124,35,False,Limpeza Delta
2025-08-06,Óleo de Soja,Mercearia,7,"28,49",189,36,False,Limpeza Delta
2025-08-06,Desinfetante,Limpeza,2,"23,79",164,35,False,Distribuidora Alfa
2025-08-06,Feijão Carioca,Mercearia,4,"23,64",118,36,False,Laticínios Gama
2025-08-06,Bolo de Fubá,Padaria,12,"9,4",38,15,False,Limpeza Delta
2025-08-06,Picanha,Carnes,5,"41,67",94,29,False,Laticínios Gama
2025-08-06,Frango Filet,Carnes,2,"26,58",65,22,False,Distribuidora Alfa
2025-08-06,Alface,Hortifruti,12,"9,03",63,24,False,Laticínios Gama
2025-08-06,Refrigerante Cola,Bebidas,4,"43,3",61,33,False,Laticínios Gama
2025-08-06,Cenoura,Hortifruti,9,"7,49",29,25,True,Laticínios Gama
2025-08-06,Iogurte Natural,Laticínios,10,"24,37",153,42,False,Produtor Beta
2025-08-06,Cerveja Pilsen,Bebidas,2,"11,98",116,32,False,Laticínios Gama
